left_id,left_canonical_name,left_normalized_name,right_id,right_canonical_name,right_normalized_name,similarity,suggested_name,approved,memo
1783,겨자,겨자,2793,네모참치,네모참치,0.9833,,,
1853,단호박,단호박,2270,잔파,잔파,0.9833,,,
713,묵은지,묵은지,1783,겨자,겨자,0.9832,,,
191,숙주,숙주,2689,소면,소면,0.9831,,,
1961,다시마물,다시마물,2270,잔파,잔파,0.9831,,,
37,매실청,매실청,2481,알감자,알감자,0.983,,,
216,견과류,견과류,2014,순두부,순두부,0.983,,,
2270,잔파,잔파,2689,소면,소면,0.983,,,
1783,겨자,겨자,2173,동그란어묵,동그란어묵,0.9829,,,
166,연겨자,연겨자,1783,겨자,겨자,0.9828,겨자,Y,rule_exact_after_cleanup
22,사각어묵,어묵,2455,사각 어묵,사각어묵,0.9827,어묵,Y,rule_exact_after_cleanup
37,매실청,매실청,93,도토리묵,도토리묵,0.9827,,,
168,"진미채
크게",진미채,265,찰보리 고추장,찰보리고추장,0.9827,,,
206,카레가루,카레,2796,카레 가루,카레가루,0.9827,카레가루,Y,rule_exact_after_cleanup
1997,곤약면,곤약면,2689,소면,소면,0.9827,,,
2270,잔파,잔파,2462,굴,굴,0.9827,,,
669,해바라기유,해바라기유,2635,자른미역,자른미역,0.9826,,,
1936,조각다시마,조각다시마,2793,네모참치,네모참치,0.9826,,,
84,매실액,매실액,2689,소면,소면,0.9825,,,
373,들깻가루,들깻가루,2014,순두부,순두부,0.9824,,,
1853,단호박,단호박,2793,네모참치,네모참치,0.9824,,,
2014,순두부,순두부,2689,소면,소면,0.9824,,,
1476,조림간장,조림간장,1783,겨자,겨자,0.9823,,,
2124,건미역,건미역,2288,인삼,인삼,0.9823,,,
166,연겨자,연겨자,2470,어간장,어간장,0.9822,,,
1783,겨자,겨자,2304,얼가리,얼가리,0.9822,,,
2324,동글 어묵,동글어묵,2455,사각 어묵,사각어묵,0.9821,어묵,Y,rule_exact_after_cleanup
2173,동그란어묵,동그란어묵,2481,알감자,알감자,0.982,,,
37,매실청,매실청,2793,네모참치,네모참치,0.9819,,,
361,소주,소주,2689,소면,소면,0.9819,,,
1949,순대,순대,2660,새우가루,새우가루,0.9819,,,
1961,다시마물,다시마물,2750,죽봉어묵,죽봉어묵,0.9819,,,
22,사각어묵,어묵,2324,동글 어묵,동글어묵,0.9818,어묵,Y,rule_exact_after_cleanup
2481,알감자,알감자,2793,네모참치,네모참치,0.9818,,,
14,들기름,들기름,3253,참기름(들기름),참기름(들기름),0.9816,,,
2075,연두부,연두부,2124,건미역,건미역,0.9816,,,
78,부추,부추,261,상추,상추,0.9815,,,
93,도토리묵,도토리묵,191,숙주,숙주,0.9815,,,
216,견과류,견과류,1476,조림간장,조림간장,0.9815,,,
1797,기름,기름,3253,참기름(들기름),참기름(들기름),0.9815,,,
14,들기름,들기름,1797,기름,기름,0.9813,,,
37,매실청,매실청,1783,겨자,겨자,0.9813,,,
1981,파채,파채,2012,실채,실채,0.9813,,,
166,연겨자,연겨자,191,숙주,숙주,0.9812,,,
191,숙주,숙주,2805,미원,미원,0.9812,,,
84,매실액,매실액,2263,매실액기스,매실액기스,0.9811,매실액,Y,rule_exact_after_cleanup
93,도토리묵,도토리묵,2014,순두부,순두부,0.9811,,,
93,도토리묵,도토리묵,2481,알감자,알감자,0.9811,,,
556,게맛살,게맛살,1724,찐계란,찐계란,0.9811,,,
1896,감자 중간크기,감자중간크기,2249,감자 중사이즈,감자중사이즈,0.9811,감자,Y,rule_exact_after_cleanup
2124,건미역,건미역,2481,알감자,알감자,0.9811,,,
2689,소면,소면,2750,죽봉어묵,죽봉어묵,0.9811,,,
93,도토리묵,도토리묵,2075,연두부,연두부,0.981,,,
1476,조림간장,조림간장,2481,알감자,알감자,0.9809,,,
1949,순대,순대,2014,순두부,순두부,0.9809,,,
2012,실채,실채,2270,잔파,잔파,0.9809,,,
1961,다시마물,다시마물,2689,소면,소면,0.9808,,,
32,오이,오이,325,우엉,우엉,0.9807,,,
191,숙주,숙주,2270,잔파,잔파,0.9806,,,
1783,겨자,겨자,1997,곤약면,곤약면,0.9806,,,
1856,후랑크소세지,후랑크소세지,2185,보리새우,보리새우,0.9806,,,
2014,순두부,순두부,2660,새우가루,새우가루,0.9805,,,
1924,불린미역,불린미역,2270,잔파,잔파,0.9804,,,
1997,곤약면,곤약면,2270,잔파,잔파,0.9804,,,
37,매실청,매실청,1476,조림간장,조림간장,0.9803,,,
38,참기름,참기름,1797,기름,기름,0.9803,,,
361,소주,소주,1949,순대,순대,0.9803,,,
2124,건미역,건미역,2793,네모참치,네모참치,0.9803,,,
118,머스타드,머스타드,2478,머스타드소스,머스타드소스,0.9802,머스타드,Y,rule_exact_after_cleanup
191,숙주,숙주,2288,인삼,인삼,0.9802,,,
2044,참나물,참나물,2805,미원,미원,0.9802,,,
2270,잔파,잔파,2805,미원,미원,0.9802,,,
2630,단감,단감,2689,소면,소면,0.9802,,,
361,소주,소주,2288,인삼,인삼,0.9801,,,
1773,통후추,통후추,2377,양상추,양상추,0.9801,,,
166,연겨자,연겨자,2014,순두부,순두부,0.98,,,
1734,쪽파,쪽파,2270,잔파,잔파,0.98,쪽파,Y,rule_exact_after_cleanup
1786,국물용멸치,국물용멸치,1999,홍피망,홍피망,0.98,,,
1997,곤약면,곤약면,2630,단감,단감,0.98,,,
361,소주,소주,2012,실채,실채,0.9798,,,
1734,쪽파,쪽파,2462,굴,굴,0.9798,,,
1734,쪽파,쪽파,2689,소면,소면,0.9798,,,
1924,불린미역,불린미역,1961,다시마물,다시마물,0.9798,,,
2481,알감자,알감자,2689,소면,소면,0.9798,,,
166,연겨자,연겨자,2689,소면,소면,0.9797,,,
2288,인삼,인삼,2481,알감자,알감자,0.9797,,,
2635,자른미역,자른미역,2793,네모참치,네모참치,0.9797,,,
138,들깨가루,들깨가루,1961,다시마물,다시마물,0.9796,,,
191,숙주,숙주,2075,연두부,연두부,0.9796,,,
713,묵은지,묵은지,2304,얼가리,얼가리,0.9796,,,
1476,조림간장,조림간장,1961,다시마물,다시마물,0.9796,,,
1961,다시마물,다시마물,2793,네모참치,네모참치,0.9796,,,
2288,인삼,인삼,2805,미원,미원,0.9796,,,
137,깻잎,깻잎,2568,깻가루,깻가루,0.9795,,,
138,들깨가루,들깨가루,2462,굴,굴,0.9795,,,
191,숙주,숙주,2304,얼가리,얼가리,0.9794,,,
191,숙주,숙주,2462,굴,굴,0.9794,,,
191,숙주,숙주,2635,자른미역,자른미역,0.9794,,,
1476,조림간장,조림간장,2124,건미역,건미역,0.9793,,,
1949,순대,순대,2104,다진양파,다진양파,0.9793,,,
79,매운 고추,매운고추,1841,매운 고추가루,매운고추가루,0.9792,,,
93,도토리묵,도토리묵,2124,건미역,건미역,0.9792,,,
138,들깨가루,들깨가루,1783,겨자,겨자,0.9792,,,
1853,단호박,단호박,1997,곤약면,곤약면,0.9792,,,
373,들깻가루,들깻가루,2075,연두부,연두부,0.9791,,,
1391,소세지,소세지,1883,미역,미역,0.9791,,,
2288,인삼,인삼,2689,소면,소면,0.9791,,,
93,도토리묵,도토리묵,2793,네모참치,네모참치,0.9789,,,
361,소주,소주,2805,미원,미원,0.9789,,,
2462,굴,굴,2793,네모참치,네모참치,0.9789,,,
138,들깨가루,들깨가루,2481,알감자,알감자,0.9788,,,
152,크래미,크래미,2104,다진양파,다진양파,0.9788,,,
166,연겨자,연겨자,1734,쪽파,쪽파,0.9788,,,
166,연겨자,연겨자,2270,잔파,잔파,0.9788,,,
191,숙주,숙주,1391,소세지,소세지,0.9788,,,
1391,소세지,소세지,2304,얼가리,얼가리,0.9788,,,
1476,조림간장,조림간장,1997,곤약면,곤약면,0.9788,,,
1883,미역,미역,2304,얼가리,얼가리,0.9788,,,
191,숙주,숙주,1883,미역,미역,0.9787,,,
166,연겨자,연겨자,2481,알감자,알감자,0.9786,,,
1476,조림간장,조림간장,2630,단감,단감,0.9786,,,
1883,미역,미역,2805,미원,미원,0.9786,,,
1961,다시마물,다시마물,2630,단감,단감,0.9786,,,
1807,백후추,백후추,2377,양상추,양상추,0.9785,,,
1936,조각다시마,조각다시마,2012,실채,실채,0.9785,,,
300,마른 청양고추,마른청양고추,2514,다진 청양고추,다진청양고추,0.9784,청양고추,Y,rule_exact_after_cleanup
713,묵은지,묵은지,2185,보리새우,보리새우,0.9784,,,
1763,취나물,취나물,2069,세발나물,세발나물,0.9784,,,
1783,겨자,겨자,1961,다시마물,다시마물,0.9784,,,
2012,실채,실채,2793,네모참치,네모참치,0.9784,,,
2750,죽봉어묵,죽봉어묵,2860,찐감자,찐감자,0.9784,,,
1734,쪽파,쪽파,2014,순두부,순두부,0.9783,,,
1783,겨자,겨자,2124,건미역,건미역,0.9783,,,
1949,순대,순대,2044,참나물,참나물,0.9783,,,
2039,모듬 어묵,모듬어묵,2324,동글 어묵,동글어묵,0.9783,어묵,Y,rule_exact_after_cleanup
2039,모듬 어묵,모듬어묵,2455,사각 어묵,사각어묵,0.9783,어묵,Y,rule_exact_after_cleanup
93,도토리묵,도토리묵,1476,조림간장,조림간장,0.9782,,,
138,들깨가루,들깨가루,2750,죽봉어묵,죽봉어묵,0.9782,,,
1729,알육수,알육수,1731,코인육수,코인육수,0.9782,,,
1938,적채,적채,2270,잔파,잔파,0.9782,,,
1783,겨자,겨자,2462,굴,굴,0.9781,,,
2104,다진양파,다진양파,2124,건미역,건미역,0.9781,,,
361,소주,소주,1981,파채,파채,0.978,,,
1887,가래떡,가래떡,2793,네모참치,네모참치,0.978,,,
2014,순두부,순두부,2270,잔파,잔파,0.978,,,
2481,알감자,알감자,2805,미원,미원,0.978,,,
37,매실청,매실청,138,들깨가루,들깨가루,0.9779,,,
1853,단호박,단호박,2635,자른미역,자른미역,0.9779,,,
2462,굴,굴,2689,소면,소면,0.9779,,,
2481,알감자,알감자,2750,죽봉어묵,죽봉어묵,0.9779,,,
93,도토리묵,도토리묵,2173,동그란어묵,동그란어묵,0.9778,,,
246,맛간장(진간장),맛간장(진간장),2531,찍어먹을맛간장,찍어먹을맛간장,0.9778,,,
1783,겨자,겨자,2750,죽봉어묵,죽봉어묵,0.9778,,,
138,들깨가루,들깨가루,2270,잔파,잔파,0.9777,,,
166,연겨자,연겨자,216,견과류,견과류,0.9777,,,
1889,감자(대),감자(대),2852,감자전분가루,감자전분가루,0.9777,,,
2270,잔파,잔파,2481,알감자,알감자,0.9777,,,
2462,굴,굴,2481,알감자,알감자,0.9777,,,
277,생강즙,생강즙,351,배즙,배즙,0.9776,,,
2173,동그란어묵,동그란어묵,2689,소면,소면,0.9776,,,
37,매실청,매실청,2614,생강청,생강청,0.9775,,,
93,도토리묵,도토리묵,2689,소면,소면,0.9775,,,
1887,가래떡,가래떡,2689,소면,소면,0.9775,,,
1936,조각다시마,조각다시마,2270,잔파,잔파,0.9775,,,
42,식용유,식용유,1971,식용류,식용류,0.9774,,,
216,견과류,견과류,2689,소면,소면,0.9774,,,
2689,소면,소면,2805,미원,미원,0.9774,,,
191,숙주,숙주,361,소주,소주,0.9773,,,
2124,건미역,건미역,2689,소면,소면,0.9773,,,
138,들깨가루,들깨가루,1997,곤약면,곤약면,0.9772,,,
1727,숙주나물,숙주나물,1763,취나물,취나물,0.9772,,,
1783,겨자,겨자,2805,미원,미원,0.9771,,,
1924,불린미역,불린미역,2635,자른미역,자른미역,0.9771,미역,Y,rule_exact_after_cleanup
2044,참나물,참나물,2660,새우가루,새우가루,0.9771,,,
37,매실청,매실청,1853,단호박,단호박,0.977,,,
38,참기름,참기름,2007,들기름/참기름,들기름/참기름,0.977,,,
37,매실청,매실청,166,연겨자,연겨자,0.9769,,,
37,매실청,매실청,2270,잔파,잔파,0.9769,,,
191,숙주,숙주,1887,가래떡,가래떡,0.9769,,,
191,숙주,숙주,2014,순두부,순두부,0.9769,,,
361,소주,소주,2014,순두부,순두부,0.9769,,,
1783,겨자,겨자,2270,잔파,잔파,0.9769,,,
1961,다시마물,다시마물,2462,굴,굴,0.9769,,,
2083,다진고추,다진고추,2261,방울양배추,방울양배추,0.9768,,,
2104,다진양파,다진양파,2270,잔파,잔파,0.9768,,,
2625,근대,근대,2635,자른미역,자른미역,0.9768,,,
166,연겨자,연겨자,1961,다시마물,다시마물,0.9767,,,
1476,조림간장,조림간장,2805,미원,미원,0.9767,,,
1883,미역,미역,1924,불린미역,불린미역,0.9767,미역,Y,rule_exact_after_cleanup
1961,다시마물,다시마물,2481,알감자,알감자,0.9767,,,
2014,순두부,순두부,2124,건미역,건미역,0.9767,,,
2014,순두부,순두부,2805,미원,미원,0.9767,,,
2097,굴비,굴비,2793,네모참치,네모참치,0.9767,,,
93,도토리묵,도토리묵,2270,잔파,잔파,0.9766,,,
166,연겨자,연겨자,2229,건표고,건표고,0.9766,,,
265,찰보리 고추장,찰보리고추장,1781,"튀김가루
수북이",튀김가루,0.9766,,,
1887,가래떡,가래떡,2012,실채,실채,0.9766,,,
2039,모듬 어묵,모듬어묵,2319,넓적 어묵,넓적어묵,0.9766,어묵,Y,rule_exact_after_cleanup
2075,연두부,연두부,2481,알감자,알감자,0.9766,,,
37,매실청,매실청,2124,건미역,건미역,0.9765,,,
1783,겨자,겨자,2288,인삼,인삼,0.9765,,,
2012,실채,실채,2288,인삼,인삼,0.9765,,,
1476,조림간장,조림간장,2075,연두부,연두부,0.9764,,,
2014,순두부,순두부,2481,알감자,알감자,0.9764,,,
2,부침가루,가루,4277,"부침가루
or밀가루",부침가루,0.9763,,,
166,연겨자,연겨자,2097,굴비,굴비,0.9763,,,
361,소주,소주,2660,새우가루,새우가루,0.9762,,,
1949,순대,순대,2805,미원,미원,0.9762,,,
2793,네모참치,네모참치,2805,미원,미원,0.9762,,,
138,들깨가루,들깨가루,2793,네모참치,네모참치,0.9761,,,
191,숙주,숙주,2097,굴비,굴비,0.976,,,
191,숙주,숙주,2173,동그란어묵,동그란어묵,0.976,,,
361,소주,소주,2044,참나물,참나물,0.976,,,
1476,조림간장,조림간장,2635,자른미역,자른미역,0.976,,,
2012,실채,실채,2124,건미역,건미역,0.976,,,
2075,연두부,연두부,2104,다진양파,다진양파,0.976,,,
35,깨소금,깨소금,2124,건미역,건미역,0.9759,,,
37,매실청,매실청,2173,동그란어묵,동그란어묵,0.9759,,,
138,들깨가루,들깨가루,1476,조림간장,조림간장,0.9759,,,
191,숙주,숙주,2012,실채,실채,0.9759,,,
2012,실채,실채,2014,순두부,순두부,0.9759,,,
2104,다진양파,다진양파,2805,미원,미원,0.9759,,,
36,생취나물,나물,98,시원한 생수,생수,0.9758,,,
84,매실액,매실액,2014,순두부,순두부,0.9758,,,
152,크래미,크래미,1949,순대,순대,0.9758,,,
216,견과류,견과류,1734,쪽파,쪽파,0.9758,,,
216,견과류,견과류,2793,네모참치,네모참치,0.9758,,,
373,들깻가루,들깻가루,2660,새우가루,새우가루,0.9758,,,
1887,가래떡,가래떡,2304,얼가리,얼가리,0.9758,,,
1924,불린미역,불린미역,1938,적채,적채,0.9758,,,
1961,다시마물,다시마물,2124,건미역,건미역,0.9758,,,
669,해바라기유,해바라기유,2104,다진양파,다진양파,0.9757,,,
713,묵은지,묵은지,1961,다시마물,다시마물,0.9757,,,
1391,소세지,소세지,2185,보리새우,보리새우,0.9757,,,
1887,가래떡,가래떡,2270,잔파,잔파,0.9757,,,
2097,굴비,굴비,2481,알감자,알감자,0.9757,,,
138,들깨가루,들깨가루,2173,동그란어묵,동그란어묵,0.9756,,,
1924,불린미역,불린미역,2805,미원,미원,0.9756,,,
1961,다시마물,다시마물,1997,곤약면,곤약면,0.9756,,,
2044,참나물,참나물,2270,잔파,잔파,0.9756,,,
2075,연두부,연두부,2462,굴,굴,0.9756,,,
2426,볶음참깨,볶음참깨,2880,볶은참깨,볶은참깨,0.9756,,,
2557,노랑피망,노랑피망,2793,네모참치,네모참치,0.9756,,,
37,매실청,매실청,2462,굴,굴,0.9755,,,
669,해바라기유,해바라기유,2044,참나물,참나물,0.9755,,,
1476,조림간장,조림간장,2012,실채,실채,0.9755,,,
1961,다시마물,다시마물,2173,동그란어묵,동그란어묵,0.9755,,,
84,매실액,매실액,1476,조림간장,조림간장,0.9754,,,
93,도토리묵,도토리묵,2288,인삼,인삼,0.9754,,,
1724,찐계란,찐계란,2337,땡초,땡초,0.9754,,,
1729,알육수,알육수,1763,취나물,취나물,0.9754,,,
2304,얼가리,얼가리,2689,소면,소면,0.9754,,,
37,매실청,매실청,2229,건표고,건표고,0.9753,,,
93,도토리묵,도토리묵,216,견과류,견과류,0.9753,,,
170,멸치,멸치,2015,멸치가루,멸치가루,0.9753,,,
196,황태채,황태채,3170,야채어묵,야채어묵,0.9753,,,
1734,쪽파,쪽파,2793,네모참치,네모참치,0.9753,,,
1783,겨자,겨자,1853,단호박,단호박,0.9753,,,
1997,곤약면,곤약면,2124,건미역,건미역,0.9753,,,
152,크래미,크래미,2075,연두부,연두부,0.9752,,,
361,소주,소주,1887,가래떡,가래떡,0.9752,,,
1476,조림간장,조림간장,1936,조각다시마,조각다시마,0.9752,,,
1853,단호박,단호박,2481,알감자,알감자,0.9752,,,
37,매실청,매실청,2635,자른미역,자른미역,0.9751,,,
1997,곤약면,곤약면,2481,알감자,알감자,0.9751,,,
2012,실채,실채,2630,단감,단감,0.9751,,,
93,도토리묵,도토리묵,2104,다진양파,다진양파,0.975,,,
166,연겨자,연겨자,2805,미원,미원,0.975,,,
669,해바라기유,해바라기유,2270,잔파,잔파,0.975,,,
951,새우젓,새우젓,1968,황석어젓,황석어젓,0.975,,,
2099,납작어묵,납작어묵,2689,소면,소면,0.975,,,
1131,집간장,집간장,2097,굴비,굴비,0.9749,,,
1837,짜장가루,짜장가루,2660,새우가루,새우가루,0.9749,,,
2660,새우가루,새우가루,2805,미원,미원,0.9749,,,
42,식용유,식용유,2793,네모참치,네모참치,0.9748,,,
102,쌀뜨물,쌀뜨물,485,찹쌀가루,찹쌀가루,0.9748,,,
1476,조림간장,조림간장,2470,어간장,어간장,0.9748,,,
1936,조각다시마,조각다시마,2689,소면,소면,0.9748,,,
2304,얼가리,얼가리,2805,미원,미원,0.9748,,,
93,도토리묵,도토리묵,2750,죽봉어묵,죽봉어묵,0.9747,,,
1476,조림간장,조림간장,2229,건표고,건표고,0.9747,,,
2270,잔파,잔파,2288,인삼,인삼,0.9747,,,
37,매실청,매실청,2689,소면,소면,0.9746,,,
43,굴소스,굴소스,2075,연두부,연두부,0.9746,,,
94,조미김,김,100,배추김치,김치,0.9746,,,
152,크래미,크래미,1981,파채,파채,0.9746,,,
216,견과류,견과류,2075,연두부,연두부,0.9746,,,
261,상추,상추,1773,통후추,통후추,0.9746,,,
2014,순두부,순두부,2099,납작어묵,납작어묵,0.9746,,,
2240,말린 다시마 조각,말린다시마조각,2455,사각 어묵,사각어묵,0.9746,,,
37,매실청,매실청,1131,집간장,집간장,0.9745,,,
293,미나리,미나리,2805,미원,미원,0.9745,,,
1476,조림간장,조림간장,2288,인삼,인삼,0.9745,,,
1783,겨자,겨자,1887,가래떡,가래떡,0.9745,,,
2014,순두부,순두부,2288,인삼,인삼,0.9745,,,
2097,굴비,굴비,2635,자른미역,자른미역,0.9745,,,
37,매실청,매실청,2097,굴비,굴비,0.9744,,,
261,상추,상추,2377,양상추,양상추,0.9744,,,
346,다진 애호박,다진애호박,2016,다진 신김치,다진신김치,0.9744,,,
361,소주,소주,1783,겨자,겨자,0.9744,,,
2097,굴비,굴비,2124,건미역,건미역,0.9744,,,
191,숙주,숙주,216,견과류,견과류,0.9743,,,
216,견과류,견과류,373,들깻가루,들깻가루,0.9743,,,
1734,쪽파,쪽파,2075,연두부,연두부,0.9743,,,
1887,가래떡,가래떡,1936,조각다시마,조각다시마,0.9743,,,
1938,적채,적채,2014,순두부,순두부,0.9743,,,
2014,순두부,순두부,2462,굴,굴,0.9743,,,
2481,알감자,알감자,2630,단감,단감,0.9743,,,
2481,알감자,알감자,2860,찐감자,찐감자,0.9743,,,
42,식용유,식용유,2270,잔파,잔파,0.9742,,,
218,다진소고기,소고기,2421,소고기 등심,소고기등심,0.9742,,,
283,호두,호두,1724,찐계란,찐계란,0.9742,,,
152,크래미,크래미,2753,노랑파프리카,노랑파프리카,0.9741,,,
1763,취나물,취나물,1961,다시마물,다시마물,0.9741,,,
1783,겨자,겨자,1883,미역,미역,0.9741,,,
2014,순두부,순두부,2793,네모참치,네모참치,0.9741,,,
138,들깨가루,들깨가루,166,연겨자,연겨자,0.974,,,
138,들깨가루,들깨가루,2630,단감,단감,0.974,,,
1476,조림간장,조림간장,2173,동그란어묵,동그란어묵,0.974,,,
1476,조림간장,조림간장,2750,죽봉어묵,죽봉어묵,0.974,,,
1887,가래떡,가래떡,2044,참나물,참나물,0.974,,,
2270,잔파,잔파,2557,노랑피망,노랑피망,0.974,,,
669,해바라기유,해바라기유,2124,건미역,건미역,0.9739,,,
1971,식용류,식용류,2793,네모참치,네모참치,0.9739,,,
2014,순두부,순두부,2044,참나물,참나물,0.9739,,,
138,들깨가루,들깨가루,175,차돌박이,차돌박이,0.9738,,,
191,숙주,숙주,1997,곤약면,곤약면,0.9738,,,
1763,취나물,취나물,2270,잔파,잔파,0.9738,,,
1981,파채,파채,2104,다진양파,다진양파,0.9738,,,
1997,곤약면,곤약면,2097,굴비,굴비,0.9738,,,
2185,보리새우,보리새우,2304,얼가리,얼가리,0.9738,,,
31,통깨,참깨,1267,간 깨,간깨,0.9737,통깨,Y,rule_exact_after_cleanup
191,숙주,숙주,2104,다진양파,다진양파,0.9737,,,
361,소주,소주,2481,알감자,알감자,0.9737,,,
713,묵은지,묵은지,2481,알감자,알감자,0.9737,,,
1391,소세지,소세지,1783,겨자,겨자,0.9737,,,
1783,겨자,겨자,2229,건표고,건표고,0.9737,,,
1981,파채,파채,2014,순두부,순두부,0.9737,,,
2124,건미역,건미역,2630,단감,단감,0.9737,,,
37,매실청,매실청,104,청국장,청국장,0.9736,,,
1734,쪽파,쪽파,1961,다시마물,다시마물,0.9736,,,
1924,불린미역,불린미역,2557,노랑피망,노랑피망,0.9736,,,
1997,곤약면,곤약면,2557,노랑피망,노랑피망,0.9736,,,
2012,실채,실채,2805,미원,미원,0.9736,,,
2075,연두부,연두부,2270,잔파,잔파,0.9736,,,
1734,쪽파,쪽파,2124,건미역,건미역,0.9735,,,
2288,인삼,인삼,2793,네모참치,네모참치,0.9735,,,
50,참치액,참치액,2263,매실액기스,매실액기스,0.9734,,,
556,게맛살,게맛살,2337,땡초,땡초,0.9734,,,
713,묵은지,묵은지,1391,소세지,소세지,0.9734,,,
2099,납작어묵,납작어묵,2750,죽봉어묵,죽봉어묵,0.9734,어묵,Y,rule_exact_after_cleanup
2124,건미역,건미역,2462,굴,굴,0.9734,,,
191,숙주,숙주,1734,쪽파,쪽파,0.9733,,,
556,게맛살,게맛살,2481,알감자,알감자,0.9733,,,
